GENE	Sample1	Sample2
LHX2	0	0
LHX3	0	0
LHX4	22.7334	0
LHX5	0	0
LHX6	0	0
LHX8	0	0
LHX9	0	0
LIAS	26.37243557	41.3383
LIFR	0	0
LIF	0	0
LIG1	26.95496	10.8905
LIG3	28.7737	0
LIG4	5.899316082089	4.159090587667
LILRA1	70.9375	48.8832
LILRA2	172.7385165189	83.6827
LILRA3	75.3342	51.5826
LILRA4	28.3314	10.0472
LILRA5	184.6228	130.2745
LILRA6	210.518395	111.682153626
LILRB1	185.4297	52.9201
LILRB3	281.41033	121.57784334424
LILRB4	113.8781	41.8154
LILRB5	4.70149	7.60191
LILRP2	0	0
LIM2	0	0
LIMA1	13.6183	9.56417
LIMCH1	0	5.742390564382
LIMD1	21.6238	5.13164
LIMD2	386.7634	246.8700742363
LIME1	73.4112	152.71525
LIMK1	59.5311	31.2731
LIMK2	47.1381	39.07194
LIMS3L	46.3566	43.8304156228
LIMS2	0	0
LIMS3	21.341	0
LIN28A	6.10741	0
LIN28B	0	0
LIN37	0	18.8244
LIN52	0	0
LIN54	8.39271	5.61230474525
LIN7A	20.3965	0
LIN7B	0	0
LIN7C	4.7789626397	0
LIN9	0	5.10407499039
LINGO1	0	0
LINGO2	0	0
LINGO3	0	0
LINGO4	0	0
LINS1	36.7054	45.0722
LIPA	135.59	188.537483817
LIPC	0	0
LIPE	6.0444	11.1954
LIPF	0	0
LIPG	0	0
LIPH	0	0
LIPI	0	0
LIPJ	0	0
LIPK	0	0
LIPM	0	0
LIPN	0	0
LIPT1	0	0
LIPT2	0	17.5828
LITAF	119.09259229	185.23810902
LIX1L	42.2698	45.274
LIX1	0	0
LLGL1	5.67394	30.6652
LLGL2	68.1027455785	23.579070892521
LLPH	65.8362	13.7095
LMAN1L	0	0
LMAN1	9.43964	33.4426
LMAN2L	10.7403	14.8395
LMAN2	131.8352	108.6417147
LMBR1L	103.378	39.968500223308
LMBR1	18.39054	10.79784
LMBRD1	67.2081	48.2811
LMBRD2	14.3099	0
LMCD1	0	0
LMF1	20.8188	0
LMF2	135.233	18.81512
LMLN	0	0
LMNA	22.9874	35.6312
LMNB1	31.5769	66.3799037074
LMNB2	25.8483	19.43827
LMO1	0	0
LMO2	106.97	32.0387340787
LMO3	0	0
LMO4	9.56206	5.97627
LMO7	3.12002	8.03877
LMOD1	0	0
LMOD2	0	0
LMOD3	0	0
LMTK2	8.10754	5.76101
LMTK3	0	9.75141
LMX1A	0	0
LMX1B	0	0
LNP1	0	0
LNPEP	21.4935	7.59352
LNX1	10.3339	0
LNX2	0	0
ZBTB11-AS1	0	0
FAM86JP	0	0
SLCO4A1-AS1	0	0
TMPO-AS1	0	0
ACVR2B-AS1	0	0
HPN-AS1	0	4.36451
SRRM2-AS1	18.0497	0
GPR158-AS1	0	0
MAPT-AS1	0	0
ARRDC3-AS1	11.3445	0
LINC01126	0	0
URAHP	18.4103	0
SNAP47	0	21.05
MAPT-IT1	0	0
CCDC166	0	0
LINC00552	0	0
PARD6G-AS1	0	0
AGAP2-AS1	0	1.66944
SMIM6	0	0
CCDC183-AS1	9.87262	0
LINC00893	0	0
MZF1-AS1	0	0
FAM83A-AS1	0	0
NPIPB5	239.9511	0
TEKT4P2	21.1371	10.3212
PAXIP1-AS2	28.3133	26.4882
MRPL23-AS1	0	0
LINC01134	4.61365	0
UXT-AS1	0	0
MAP3K14-AS1	0	0
JHDM1D-AS1	9.90357	13.7311
LINC01119	0	0
NDUFB2-AS1	0	10.0049
CHKB-AS1	0	0
TEX36-AS1	0	0
LINC00426	0	10.4018
DCTN1-AS1	0	0
RAMP2-AS1	0	6.76446
ZFHX4-AS1	0	0
LINC00704	0	0
PCED1B-AS1	33.4238	58.6913
BCDIN3D-AS1	15.2393	0
ANKRD66	0	0
MAN1B1-AS1	16.5203	8.77531
RASAL2-AS1	0	0
LINC00882	0	0
SLC25A5-AS1	0	8.76569
LINC01257	0	0
LINC00284	0	0
METTL21EP	0	0
LINC00661	0	0
LINC00628	0	0
CEP83-AS1	0	0
A2M-AS1	0	0
LINC00934	0	0
LINC00410	0	0
ZNF280D	15.5679187913	30.95202
LINC00924	0	0
SSTR5-AS1	0	0
ILF3-AS1	69.7388	16.8336
TPM3P9	23.8229	5.55042
LINC00906	0	0
LINC00662	0	7.99457
CHIAP2	0	0
LINC00896	0	0
LINC01102	0	0
RAB6C	0	0
LINC00635	0	0
LINC00691	0	0
SLC25A48	0	0
LINC00689	0	0
LINC00964	0	0
LINC00599	0	0
LINC00961	0	0
USP27X-AS1	10.3194	0
NBPF11	60.7683	0
AADACP1	0	0
PAXIP1-AS1	20.8234	7.20255
ADCY10P1	10.9693	0
SMIM13	0	22.871
MIR9-3HG	0	0
LINC00879	0	0
LINC01018	0	0
MIR4697HG	17.1452	0
LINC00294	15.5562	0
C1RL-AS1	46.44533	0
LINC00592	0	0
LINC00926	25.0294	0
LINC00922	0	0
LINC01566	0	0
TMEM235	0	0
YWHAEP7	0	0
CYP4F35P	0	0
LINC00908	0	0
LINC01226	0	0
LINC00494	0	5.27754
AATBC	27.158060064	0
TTC28-AS1	4.464845	0
LINC00486	0	0
LINC00636	0	0
LINC00606	0	0
LINC00620	0	0
LINC00698	0	0
LINC01091	0	0
RPL34-AS1	0	0
LINC01098	0	0
LY86-AS1	0	0
PACRG-AS1	0	0
HLA-F-AS1	10.9059	0
INHBA-AS1	0	0
SLC26A4-AS1	0	0
LINC01591	0	0
FIRRE	6.5215	5.55814
CPS1-IT1	0	0
KRTAP5-AS1	0	0
LINC01089	135.853	0
LINC00667	28.8804	20.3717
LINC01140	0	0
LINC01139	0	0
LINC00634	0	0
LINC00298	0	0
GAS2L1P2	0	0
C16orf96	0	0
DUBR	0	0
LINC00442	0	0
ANKRD18DP	0	0
FAM86EP	0	6.10787
NANOGNB	0	0
FAM228B	39.6949	0
AATK-AS1	0	0
SMIM1	0	0
TMEM247	0	0
PROB1	0	0
NUPR2	0	0
LINC00937	55.4026	19.3481
PTGES2-AS1	0	0
UBAP1L	20.4153	0
LINC00909	6.64948	9.35776
LINC01144	14.1476	9.63715
GBP1P1	20.3215	0
LRRC74B	0	0
MIRLET7BHG	0	0
MBNL1-AS1	0	0
LRRD1	0	0
LINC00998	0	32.3556
ATP6V0E2-AS1	7.86752	0
ZNF674-AS1	17.3008	8.89735
CDIPT-AS1	0	0
HNRNPCL2	0	0
LINC01124	0	0
THUMPD3-AS1	19.6299	0
SMIM4	0	0
GUSBP5	0	0
LINC00602	0	0
CTAGE15	0	0
ANKRD65	16.878906195	0
LINC00152	56.2167	107.908
UBA6-AS1	0	0
ANGPTL8	0	0
PGM5-AS1	0	0
BRI3BPP1	0	6.04782
C18orf42	0	0
SMIM5	0	0
CCDC168	0	0
SCGB1B2P	0	0
LINC01128	0	0
SMIM10	0	0
LINC00461	0	0
FAM86C2P	14.1657	0
C3orf84	0	0
LYPD8	0	0
FAM227A	0	0
LINC00598	0	0
EMBP1	0	0
GMNC	0	0
LINC00657	101.572	93.5108
HNRNPCL3	0	21.1788
PAX8-AS1	11.7502	8.08346
CD27-AS1	0	0
LHFPL3-AS2	0	0
CASC8	0	0
NUTM2A-AS1	60.7052	54.2205
PCAT18	9.0192	0
C1GALT1C1L	0	0
RPEL1	0	0
RGPD4-AS1	0	0
GTF2IRD1P1	0	0
LINC00847	16.2440569	12.9931
BORCS8-MEF2B	8.68517	0
BORCS8	46.1333	46.2713
MYT1L-AS1	0	0
LINC01300	0	0
LINC00917	0	0
CEBPA-AS1	0	0
AFAP1-AS1	0	0
LINC00839	0	0
LINC01101	0	0
JMJD1C-AS1	0	0
AOC4P	0	0
RAPGEF4-AS1	0	0
GUSBP11	82.7662	0
LINC00923	0	0
LINC01278	25.8456	37.9615
MAFG-AS1	0	8.67065
MGAM2	0	0
BORCS5	0	0
LOH12CR2	0	21.9581
LONP1	45.5056574844	33.8786351735
LONP2	48.979	7.68842
LONRF1	0	13.754723
LONRF2	1.79068	0
LONRF3	16.8948	0
LOR	0	0
LOXHD1	0	0
LOXL1	0	33.2064
LOXL2	0	0
LOXL3	22.3676	0
LOXL4	0	0
LOX	0	0
LPAL2	15.7657	0
LPAR1	8.50912363	5.93339453
LPAR2	80.6064	9.17816
LPAR3	0	0
LPAR4	0	0
LPAR5	0	6.04551861
LPAR6	66.61100193095	26.4299
LPA	0	0
LPCAT1	87.3482	45.1744
LPCAT2	13.097701687	12.2126
LPCAT3	35.6865	39.50341
LPCAT4	0	8.60998
LPGAT1	23.1753	24.8244
ADGRL1	11.49509	8.2104
ADGRL2	0	0
ADGRL3	0	0
LPIN1	17.56209	8.76759
LPIN2	36.3656	28.4753
LPIN3	0	0
LPL	0	0
LPO	0	0
PLPPR1	0	0
PLPPR2	26.1822	18.6585
PLPPR3	0	0
PLPPR4	0	0
PLPPR5	0	0
LPP	15.04844	4.83020119
LPXN	51.097073283342	61.258226
FLVCR1-AS1	0	0
LRAT	0	0
LRBA	8.755020105872	14.00485
LRCH1	22.88042	0
LRCH2	0	0
LRCH3	10.4708	7.24169
LRCH4	397.45	84.7121
PIDD1	34.23213	0
LRFN1	14.813	5.18852
LRFN2	0	0
LRFN3	0	6.49214
LRFN4	9.28809	18.93486
LRFN5	0	0
LRG1	0	9.24714
LRGUK	8.65906	0
LRIG1	18.3437	17.2277
LRIG2	5.71636	4.03324
LRIG3	0	0
LRIT1	0	0
LRIT2	0	0
LRIT3	0	0
LRMP	35.2293	13.6085
LRP10	122.5428	117.2912
LRP11	0	7.23186
LRP12	0	0
LRP1B	0	0
LRP1	73.5285	37.7313
LRP2BP	4.75785	0
LRP2	0	0
LRP3	20.69668	14.3213
LRP4	0	0
LRP5L	0	0
LRP5	0	0
LRP6	2.22629	0
LRP8	0	0
LRPAP1	139.753	168.289
LRPPRC	37.3308	42.5805
LRRC10B	0	0
LRRC10	0	0
LRRC14B	0	0
LRRC14	6.227260729	4.07737425257
LRRC15	0	0
LRRC16A	10.7874	0
LRRC16B	4.96564	6.10787
LRRC17	0	0
LRRC18	0	0
LRRC19	0	0
LRRC1	0	0
LRRC20	0	0
LRRC23	0	19.0259
LRRC24	7.3807	7.76228
LRRC25	124.094	115.574
LRRC26	21.0767	0
LRRC27	14.415	9.80854
LRRC28	0	23.7228
LRRC29	0	0
LRRC2	0	0
LRRC30	0	0
LRRC31	0	0
LRRC32	0	0
NRROS	66.841	19.8881
LRRC34	6.09268	4.2919
LRRC36	35.317	0
LRRC37A2	0	14.9313
LRRC37A3	27.79109	0
LRRC37A	18.9704	14.9313
LRRC37B	15.1115	5.66644
LRRC39	0	0
LRRC3B	0	0
LRRC3	0	0
LRRC40	16.3758	5.71708
LRRC41	39.478	12.2018
LRRC42	0	19.2164115564
LRRC43	0	0
LRRC45	27.0576	12.5512
LRRC46	0	0
LRRC47	61.8729	36.9293
DRC3	0	0
LRRC49	7.74087	0
LRRC4B	0	0
LRRC4C	0	0
LRRC4	0	0
DNAAF1	0	0
LRRC52	0	0
LRRC55	0	0
LRRC56	0	0
LRRC57	19.5101	13.5336
LRRC58	25.5064	6.31628
LRRC59	16.4979	11.5165
LRRC61	0	18.3563
LRRC66	0	0
PPP1R42	0	0
LRRC69	0	0
LRRC6	0	0
LRRC70	0	0
LRRC7	0	0
LRRC8A	21.0336	22.8729
LRRC8B	2.91442539	0
LRRC8C	21.9298	15.6443
LRRC8D	24.3105	17.184725
LRRC8E	0	0
LRRCC1	6.37909	0
LRRFIP1	128.374540748955	164.80206288416
LRRFIP2	0	10.4414
LRRIQ1	0	10.0933
LRRIQ3	0	0
LRRIQ4	0	0
LRRK1	19.19815	0
LRRK2	33.0461	6.97485
LRRN1	0	0
LRRN2	14.509653	0
LRRN3	19.1097	22.9366
LRRN4CL	0	0
LRRN4	0	0
LRRTM1	0	0
LRRTM2	0	0
LRRTM3	0	0
LRRTM4	0	0
LRSAM1	24.5455	8.21212
LRTM1	0	0
LRTM2	0	0
LRTOMT	26.41217	8.12897
LRWD1	22.03700048429	0
LSAMP	0	0
LSG1	12.9229	27.2504
LSM10	62.7974	79.9056
LSM11	18.65786	0
LSM12	151.8037	72.2464
LSM14A	73.213	123.493006208738
LSM14B	76.9993	41.2111
LSM1	86.0154	55.3016
LSM2	31.1774	19.8524
LSM3	54.2852	190.536
LSM4	132.522	131.142
LSM5	15.5143	37.411
LSM6	34.5363	21.7119
LSM7	118.773	68.2549
NAA38	58.9118	101.731
LSP1	698.144	739.544
LSR	12.2445	42.0317
LSS	17.3794	0
SLCO1B7	0	0
LST1	911.23	597.933
LTA4H	343.9969	257.876
LTA	76.8876	23.9319
LTB4R2	9.47986	2.05407
LTB4R	23.1149	25.841756
LTBP1	0	0
LTBP2	5.26307	0
LTBP3	63.9015	55.5508
LTBP4	78.1344742352	19.995840645561
LTBR	35.6482	39.1892728
LTB	237.056	1296.988
LTC4S	0	0
LTF	0	13.87812
LTK	10.6575	0
LTV1	53.0927	0
LUC7L2	87.7935	23.3156
LUC7L3	241.121	30.7454
LUC7L	137.8685	0
LUM	11.2311	0
LUZP1	2.67284791	8.36385001951
LUZP2	0	0
LUZP4	0	0
LUZP6	94.7174	91.8104
LXN	0	0
LY6D	0	0
LY6E	177.76	184.551
LY6G5B	0	0
LY6G5C	0	23.9557
LY6G6C	0	0
LY6G6D	0	0
LY6G6F	0	0
LY6H	0	0
LY6K	0	0
LY75	33.115093	23.10782
LY86	185.6348	141.0238
LY96	0	0
LY9	101.326	55.2583
LYAR	26.1933	90.1943
LYG1	0	0
LYG2	0	0
LYL1	98.7861	33.3295
LYNX1	0	3.52172
LYN	202.966095439	131.591
LYPD1	0	0
LYPD2	0	33.0691
LYPD3	0	9.65461
LYPD4	0	0
LYPD5	0	0
LYPD6B	0	0
LYPD6	0	0
LYPLA1	19.0235000965276	33.0237
LYPLA2	45.939400555592	114.197
LYPLAL1	14.0397689798	0
LYRM1	0	23.787952
LYRM2	9.96326	12.063
LYRM4	0	22.3438
LYRM5	0	29.489971
LYRM7	4.50998	10.4446
LYSMD1	0	0
LYSMD2	69.5236	29.2285
LYSMD3	0	10.83881
LYSMD4	17.53766430675	6.107863508
LYST	63.8385	10.9214
LYVE1	0	0
LYZL1	0	0
LYZL2	0	0
LYZL4	0	0
LYZL6	0	0
LYZ	7096.86	7550.8
LZIC	17.5624	12.3446
LZTFL1	0	9.55274
LZTR1	99.549188288	16.64437
LZTS1	5.11614	0
LZTS2	11.06768	5.94664
M6PR	198.884	122.236
MAB21L1	0	0
MAB21L2	0	0
MACC1	2.57734	0
MACROD1	0	0
MACROD2	0	0
MAD1L1	98.7054	130.5071
MAD2L1BP	19.5492	13.0283
MAD2L1	0	0
MAD2L2	22.7456	14.9667
MADCAM1	0	0
MADD	61.930562016931	40.726074894589
MAEA	132.30116	22.43216
MAEL	0	0
MAF1	176.469	185.371
MAFA	0	0
MAFB	41.3127	4.83412
MAFF	0	0
MAFG	18.10104	6.41843
MAFK	50.5109	0
MAF	17.69212	55.8516
MAGEA10	0	0
MAGEA11	0	0
MAGEA12	0	0
MAGEA1	0	0
MAGEA2	0	0
MAGEA3	0	0
MAGEA4	0	0
MAGEA6	0	0
MAGEA8	0	0
MAGEA9B	0	0
MAGEB10	0	0
MAGEB16	0	0
MAGEB18	0	0
MAGEB1	0	0
MAGEB2	0	0
MAGEB3	0	0
MAGEB4	0	0
MAGEB6	0	0
MAGEC1	0	0
MAGEC2	0	0
MAGEC3	0	0
MAGED1	17.685	36.9435
MAGED2	34.74273	43.7705
MAGED4B	0	0
MAGED4	0	0
MAGEE1	6.35161	4.4694
MAGEE2	0	0
MAGEF1	28.8112	39.2101
MAGEH1	50.4444	11.3302
MAGEL2	0	0
MAGI1	0	0
MAGI2	0	0
MAGI3	0	0
MAGIX	0	0
MAGOHB	0	6.32276
MAGOH	41.3086	126.605
MAGT1	37.8921	22.2228
MAG	0	0
MAK16	0	4.53916
MAK	0	0
MAL2	0	0
MALAT1	62.9213	80.4974
MALL	0	0
MALT1	18.2404917	29.100368
MAL	97.178	108.97
MAMDC2	0	0
MAMDC4	0	0
MAML1	30.75762	5.64013
MAML2	8.3746	5.94738
MAML3	3.18746	8.82103
MAMLD1	0	0
MAMSTR	0	0
MAN1A1	24.7355	33.9465
MAN1A2	11.645	11.9839
MAN1B1	57.246196533	20.48384291
MAN1C1	30.0031	20.3665
MAN2A1	8.87884	18.8961
MAN2A2	87.2966	20.85777
MAN2B1	186.9408	151.2497
MAN2B2	61.7	59.3903
MAN2C1	178.8093	11.0092
MANBAL	18.9464	13.9487
MANBA	22.1676	15.5303
MANEAL	4.29857	0
MANEA	0	3.53495
MANF	84.9147	91.1191
MANSC1	0	0
MAOA	0	0
MAOB	0	0
MAP1A	2.18387	0
MAP1B	0	0
METAP1D	0	0
MAP1LC3A	0	0
MAP1LC3B2	0	0
MAP1LC3B	51.6452	92.9218
MAP1LC3C	0	0
MAP1S	32.904268	44.408539
MAP2K1	36.269	81.281
MAP2K2	168.158	191.017
MAP2K3	101.91	91.733
MAP2K4	43.0517484	14.564
MAP2K5	16.4399	11.0944
MAP2K6	0	8.82859
MAP2K7	17.4792	44.5376674
MAP2	0	0
MAP3K10	13.4485	0
MAP3K11	129.108	72.7159
MAP3K12	7.13469	9.65073
MAP3K13	0	0
MAP3K14	35.8458	18.1111
MAP3K15	0	0
MAP3K1	33.0431	30.0178
MAP3K2	27.912194	9.80922
MAP3K3	88.606900816119	28.2921
MAP3K4	19.39099	3.57285
MAP3K5	36.531	13.87406
MAP3K6	16.038086	0
MAP3K7	42.77427195936	22.3491
MAP3K8	44.9812	6.48162
MAP3K9	9.154440509667	0
MAP4K1	113.411	32.76063
MAP4K2	142.987209	27.76175241
MAP4K3	6.79033	0
MAP4K4	123.876920425005	27.4313
MAP4K5	26.24704177	7.4364110764
MAP4	33.53982	32.09439
MAP6D1	0	0
MAP6	0	0
MAP7D1	133.69473	164.45192
MAP7D2	0	0
MAP7D3	27.7943	25.7594
MAP7	0	7.42662
MAP9	0	0
MAPK10	0	0
MAPK11	9.86496	13.68096
MAPK12	5.31781	0
MAPK13	13.9162	56.9311
MAPK14	51.6618	45.5015
MAPK15	0	0
MAPK1IP1L	10.8515	17.2138
MAPK1	83.9071	88.4486
MAPK3	27.693	45.0549
MAPK4	0	0
MAPK6	10.8469	11.494
MAPK7	25.5177	25.8003
MAPK8IP1	0	0
MAPK8IP2	0	0
MAPK8IP3	127.301592	8.6553338
MAPK8	34.95329	0
MAPK9	5.280556	13.79032
MAPKAP1	26.3799727971	48.788419
MAPKAPK2	76.1037	90.5549
MAPKAPK3	131.524	117.431
MAPKAPK5	41.4098	18.8318
MAPKBP1	3.72161	2.64824
LAMTOR3	0	0
MAPRE1	71.4543	149.21
MAPRE2	33.7064	96.2099
MAPRE3	13.1783	0
MAPT	0	0
MARCH10	0	0
MARCH11	0	0
MARCH1	26.9015	0
MARCH2	0	72.227859023
MARCH3	0	0
MARCH4	0	0
MARCH5	0	12.5006
MARCH6	46.0662	33.8973
MARCH7	57.167	24.2954
MARCH8	12.0248	16.5261
MARCH9	32.9734	34.8398
MARCKSL1	94.8331	96.2448
MARCKS	16.015	71.679
MARCO	26.1849	8.95714
MARK1	0	0
MARK2	75.711100969489	20.6238
MARK3	72.7474329	9.53376
MARK4	9.4295773265	32.350200160123
MARS2	7.6764	10.743
MARS	82.3666	22.69260541761
MARVELD1	8.73933	5.04929
MARVELD2	19.7541	0
MARVELD3	0	0
MAS1L	0	0
MAS1	0	0
MASP1	0	0
MASP2	28.8831	0
MAST1	0	0
MAST2	11.4699	6.44765
MAST3	50.0395	41.063
MAST4	0	0
MASTL	0	0
MAT1A	0	0
MAT2A	218.4742017	11.8933
MAT2B	114.997450339	118.7900208809
MATK	66.7204	34.3106
MATN1	6.00665	0
MATN2	0	0
MATN3	0	0
MATN4	0	0
MATR3	130.930800086962	155.613869377574
MAVS	19.6942199431483	0
MAX	103.0087	94.4369
MAZ	71.06674	162.5374736268
MBD1	61.4607	26.605490381
MBD2	126.994	119.895
MBD3L1	0	0
MBD3L2	0	0
MBD3L5	0	0
MBD3	50.2833325095	55.738000927545
MBD4	19.4757581205	32.71592
MBD5	15.0424	3.61076
MBD6	94.1077	23.8575
MBIP	15.7493	0
MBL1P	0	0
MBL2	0	0
MBLAC1	0	0
MBLAC2	0	7.56479
MBNL1	173.0216177	198.495060090661
MBNL2	13.2256	21.2237096
MBNL3	68.4775	0
MBOAT1	82.8874	37.4507
MBOAT2	12.0921	0
MBOAT4	0	0
MBOAT7	95.3178	89.2507
MBP	95.40811	52.8889
MBTD1	21.1285	0
MBTPS1	55.055	33.5184
MBTPS2	15.0846	8.78656
MB	0	0
MC1R	0	0
MC2R	0	0
MC3R	0	0
MC4R	0	0
MC5R	0	0
MCAM	0	0
SLC25A51	6.4325438	4.49217584
SLC25A52	0	0
SLC25A53	0	7.77228
MCAT	11.5598	8.92714
MCCC1	23.5948	15.4734694368
MCCC2	24.1866129357	13.255070152117
MCCD1	0	0
MCC	0	0
MCEE	0	0
MCF2L2	0	0
MCF2L	20.3273	0
MCF2	0	0
MCFD2	11.582400374734	12.2542
MCHR1	0	0
MCHR2	0	0
MCL1	428.732	199.02871
MCM10	0	3.58008
MCM2	7.07259	0
MCM3AP-AS1	0	0
MCM3AP	70.09569	30.5161
MCM3	44.7537	16.2729
MCM4	40.0375	0
MCM5	48.7109	27.0329
MCM6	6.14857	0
MCM7	48.182	11.5414
MCM8	11.67603	0
MCM9	0	0
MCOLN1	69.0109	24.0077
MCOLN2	8.56849	0
MCOLN3	0	0
MCPH1	8.67121	5.58726
MCRS1	72.1689	69.4692
MCTP1	17.7632	9.69166
MCTP2	35.86007	0
MCTS1	12.156700930679	3.3501
MDC1	34.60036	0
MDFIC	27.8516	56.1744
MDFI	0	0
MDGA1	0	0
MDGA2	6.30814	0
MDH1B	0	0
MDH1	19.773032	105.33263
MDH2	133.771	170.2037
MDK	0	0
MDM1	0	6.26088
MDM2	29.47411	10.502400595894
MDM4	38.47888	20.715804
MDN1	9.91245	4.60918
MDP1	11.035	7.62113
ME1	0	5.29151
ME2	64.5289	30.0009
ME3	0	0
MEA1	61.5737	78.5324
MEAF6	252.0884534404	51.3739
MECOM	0	0
MECP2	26.2921	19.42649
MECR	0	0
MED10	75.2813	32.7196
MED11	64.8218	0
MED12L	0	0
MED12	35.6740849	10.527371
MED13L	26.3597	12.0044
MED13	23.69592	10.7504
MED14	16.7052	2.38131
MED15	110.116	43.720620061407
MED16	159.1555	77.66360185
MED17	14.07014	9.28113
MED18	0	0
MED19	0	15.4436
MED1	11.24590985583	16.06750022813
MED20	10.6472	7.35829
MED21	14.8206	0
MED22	29.6866	11.53447
MED23	64.22352	34.9479
MED24	85.9266	131.8043
MED25	30.3355	21.0116
MED26	14.5595	0
MED27	0	13.039
MED28	133.9891	19.0033
MED29	47.58662	32.390000309998
MED30	30.7441	0
MED31	0	0
MED4	52.3246	34.0731
MED6	21.1579	0
MED7	0	15.2522
MED8	21.5911	0
MED9	0	0
MEF2A	38.1113117078	22.2425
MEF2B	10.1003	0
MEF2C	30.7507	19.1365
MEF2D	43.9948	23.428
MEFV	78.2275	18.5461
MEG3	0	0
MEG8	0	0
MEGF10	0	0
MEGF11	7.39412	0
MEGF6	19.78532	7.47095
MEGF8	4.83932	3.46288
MEGF9	63.914800507135	43.8752
MEI1	17.991	26.7989
MEIG1	0	0
MEIS1	0	0
MEIS2	0	0
MEIS3	0	0
MELK	0	0
MEMO1	111.035	26.8213
MEN1	98.688	12.4876
MEOX1	0	0
MEOX2	0	0
MEP1A	0	0
MEP1B	0	0
MEPCE	85.0589	36.15929
MEPE	0	0
MERTK	6.81754	4.78781
MESDC1	30.4624	26.6515
MESDC2	21.5931	26.6977
MESP1	0	0
MESP2	0	0
MEST	0	0
METAP1	38.86331	53.2065
METAP2	27.20298978	14.3462922312
METRNL	112.047	37.4675
METRN	0	0
METTL16	23.5607	5.66939
METTL17	13.50000138469	29.4437
METTL15	26.63477	4.92188
METTL10	27.25971	0
NTMT1	18.9188	127.957
METTL11B	0	0
METTL12	0	0
METTL13	23.7632	10.5516
METTL14	22.57231	31.1171
METTL1	0	0
METTL2A	0	0
METTL2B	0	11.7628
METTL3	94.4212	16.9313
METTL4	12.5412	4.41389
METTL5	0	0
METTL6	20.8259	0
METTL7A	42.3958	38.3139
METTL7B	0	0
METTL8	2.93254844449	4.034538
METTL9	87.0704	117.0657
MET	0	0
MEX3A	0	0
MEX3B	0	4.77637
MEX3C	30.4383	17.1538
MEX3D	8.18182	5.71299
MFAP1	0	7.94296
MFAP2	0	0
MFAP3L	0	2.76929
MFAP3	9.9581	10.5721
MFAP4	0	0
MFAP5	0	0
MFF	32.1159	43.4141
MFGE8	0	15.4885
MFHAS1	17.3163	27.6526
MFI2	0	0
MFN1	34.1508	0
MFN2	43.941	32.1198
MFNG	187.9396	202.1299
MFRP	0	0
MFSD10	95.66539	53.157297
MFSD11	27.859302983	18.22743
MFSD1	113.347	90.892
MFSD2A	15.1693	17.2758
MFSD2B	0	14.6648
MFSD3	68.035	11.4519
MFSD4	0	0
MFSD5	54.8027	9.34984
MFSD6L	0	0
MFSD6	14.266	15.73399
MFSD7	59.5218	10.9426
MFSD8	10.3811	0
MFSD9	0	6.0205
MGAM	13.961	0
MGAT1	230.868696	178.698
MGAT2	17.2506	12.0229
MGAT3	0	0
MGAT4A	28.63471	30.59328
MGAT4B	72.7864	69.2973
MGAT4C	0	0
MGAT5B	0	0
MGAT5	19.4415	13.488
MGA	11.7787	4.64455
FOXD2-AS1	9.37072	0
FAM222A-AS1	0	0
MIR503HG	0	0
TUBA3FP	0	0
GLIDR	0	0
LINC00638	0	0
SNAI3-AS1	0	0
C7orf62	0	0
CENPBD1P1	6.91991	14.5728
MZB1	97.5184	98.1755
NIM1K	0	7.06886
LINC00626	0	0
C8orf82	0	20.8826
STEAP1B	0	0
MGEA5	124.7962	41.98434539
MGLL	5.47308	3.86558
MGMT	19.7588	13.1569
MGP	0	0
MGRN1	46.7333	30.2054
MGST1	29.27897365	37.56029569
MGST2	33.9011	64.0917
MGST3	86.157	78.7041
MIA2	0	0
MIA3	4.65134	34.24505
MIAT	46.95245045136	0
MIA	0	0
MIB1	9.68233	8.661497
MIB2	222.6533	16.6571
MICAL1	128.658116227	4.79642
MICAL2	25.80744	18.1811
MICAL3	12.0888	12.77628
MICALCL	7.63137	5.34099
MICALL1	29.7425	4.19289
MICALL2	0	0
MICB	39.0892	0
MID1IP1	62.9653	51.7993
MID1	0	0
MID2	0	6.66097872041
MIDN	84.9699	47.0342
MIER1	12.82191	4.5101
MIER2	33.8155	17.6887
MIER3	0	6.2912561240175
MIF4GD	125.905	87.2048
MIF	159.72	500.151
MIIP	61.3374	10.395
MIMT1	0	0
MINA	67.20784	16.3598
MINK1	111.514893216	35.4357
MINPP1	0	0
MIOS	36.6679	18.4943
MIOX	0	0
MIPEP	0	0
MIPOL1	26.2604	2.13184
MIP	0	0
MIR155HG	0	0
MIR17HG	0	0
MIS12	20.7745	7.18637
MITD1	0	18.5838
MITF	0	0
MIXL1	0	0
NIFK	0	9.47727
MKI67	0	1.40751
MKKS	18.5217	44.3196
MKL1	67.0371	33.5496
MKL2	5.21222243732	2.03838
MKLN1	12.0237300489795	18.09854188418
MKNK1	89.419136486	44.1971
MKNK2	211.6095	109.426200236653
MKRN1	81.524416	92.6342467
MKRN2	44.4436	18.5646
MKRN3	0	0
MKS1	0	7.50679
MKX	0	0
MLANA	23.0189	0
MLC1	38.4297	4.71304
MLEC	28.525	12.6947
CENPU	0	0
MLF1	0	7.4611701
MLF2	71.1537	107.452
MLH1	20.3914	23.9199
MLH3	10.9164	0
MLKL	101.9048	26.182659
